,Salm,Allikas
1549,"
The Trojans fly before Achilles, some towards the town, others to the
river Scamander: he falls upon the latter with great slaughter: takes
twelve captives alive, to sacrifice to the shade of Patroclus; and
kills Lycaon and Asteropeus. Scamander attacks him with all his waves:
Neptune and Pallas assist the hero: Simois joins Scamander: at length
Vulcan, by the instigation of Juno, almost dries up the river. This
combat ended, the other gods engage each other. Meanwhile Achilles
continues the slaughter, drives the rest into Troy: Agenor only makes a
stand, and is conveyed away in a cloud by Apollo; who (to delude
Achilles) takes upon him Agenor’s shape, and while he pursues him in
that disguise, gives the Trojans an opportunity of retiring into their
city.
    The same day continues. The scene is on the banks and in the stream
    of Scamander.",Ilias
1550,"Thus while he spoke, the Trojan pale with fears
Approach’d, and sought his knees with suppliant tears
Loth as he was to yield his youthful breath,
And his soul shivering at the approach of death.
Achilles raised the spear, prepared to wound;
He kiss’d his feet, extended on the ground:
And while, above, the spear suspended stood,
Longing to dip its thirsty point in blood,
One hand embraced them close, one stopp’d the dart,
While thus these melting words attempt his heart:",Ilias
1551,"“Lie there, Lycaon! let the fish surround
Thy bloated corpse, and suck thy gory wound:
There no sad mother shall thy funerals weep,
But swift Scamander roll thee to the deep,
Whose every wave some watery monster brings,
To feast unpunish’d on the fat of kings.
So perish Troy, and all the Trojan line!
Such ruin theirs, and such compassion mine.
What boots ye now Scamander’s worshipp’d stream,
His earthly honours, and immortal name?
In vain your immolated bulls are slain,
Your living coursers glut his gulfs in vain!
Thus he rewards you, with this bitter fate;
Thus, till the Grecian vengeance is complete:
Thus is atoned Patroclus’ honour’d shade,
And the short absence of Achilles paid.”",Ilias
1552,"These boastful words provoked the raging god;
With fury swells the violated flood.
What means divine may yet the power employ
To check Achilles, and to rescue Troy?
Meanwhile the hero springs in arms, to dare
The great Asteropeus to mortal war;
The son of Pelagon, whose lofty line
Flows from the source of Axius, stream divine!
(Fair Peribaea’s love the god had crown’d,
With all his refluent waters circled round:)
On him Achilles rush’d; he fearless stood,
And shook two spears, advancing from the flood;
The flood impell’d him, on Pelides’ head
To avenge his waters choked with heaps of dead.
Near as they drew, Achilles thus began:",Ilias
1553,"“What art thou, boldest of the race of man?
Who, or from whence? Unhappy is the sire
Whose son encounters our resistless ire.”",Ilias
1554,"“O son of Peleus! what avails to trace
(Replied the warrior) our illustrious race?
From rich Paeonia’s valleys I command,
Arm’d with protended spears, my native band;
Now shines the tenth bright morning since I came
In aid of Ilion to the fields of fame:
Axius, who swells with all the neighbouring rills,
And wide around the floated region fills,
Begot my sire, whose spear much glory won:
Now lift thy arm, and try that hero’s son!”",Ilias
1555,"Threatening he said: the hostile chiefs advance;
At once Asteropeus discharged each lance,
(For both his dexterous hands the lance could wield,)
One struck, but pierced not, the Vulcanian shield;
One razed Achilles’ hand; the spouting blood
Spun forth; in earth the fasten’d weapon stood.
Like lightning next the Pelean javelin flies:
Its erring fury hiss’d along the skies;
Deep in the swelling bank was driven the spear,
Even to the middle earth; and quiver’d there.
Then from his side the sword Pelides drew,
And on his foe with double fury flew.
The foe thrice tugg’d, and shook the rooted wood;
Repulsive of his might the weapon stood:
The fourth, he tries to break the spear in vain;
Bent as he stands, he tumbles to the plain;
His belly open’d with a ghastly wound,
The reeking entrails pour upon the ground.
Beneath the hero’s feet he panting lies,
And his eye darkens, and his spirit flies;
While the proud victor thus triumphing said,
His radiant armour tearing from the dead:",Ilias
1556,"“So ends thy glory! Such the fate they prove,
Who strive presumptuous with the sons of Jove!
Sprung from a river, didst thou boast thy line?
But great Saturnius is the source of mine.
How durst thou vaunt thy watery progeny?
Of Peleus, Æacus, and Jove, am I.
The race of these superior far to those,
As he that thunders to the stream that flows.
What rivers can, Scamander might have shown;
But Jove he dreads, nor wars against his son.
Even Achelous might contend in vain,
And all the roaring billows of the main.
The eternal ocean, from whose fountains flow
The seas, the rivers, and the springs below,
The thundering voice of Jove abhors to hear,
And in his deep abysses shakes with fear.”",Ilias
1557,"He said: then from the bank his javelin tore,
And left the breathless warrior in his gore.
The floating tides the bloody carcase lave,
And beat against it, wave succeeding wave;
Till, roll’d between the banks, it lies the food
Of curling eels, and fishes of the flood.
All scatter’d round the stream (their mightiest slain)
The amazed Pæonians scour along the plain;
He vents his fury on the flying crew,
Thrasius, Astyplus, and Mnesus slew;
Mydon, Thersilochus, with Ænius, fell;
And numbers more his lance had plunged to hell,
But from the bottom of his gulfs profound
Scamander spoke; the shores return’d the sound.",Ilias
1558,"“O first of mortals! (for the gods are thine)
In valour matchless, and in force divine!
If Jove have given thee every Trojan head,
’Tis not on me thy rage should heap the dead.
See! my choked streams no more their course can keep,
Nor roll their wonted tribute to the deep.
Turn then, impetuous! from our injured flood;
Content, thy slaughters could amaze a god.”",Ilias
1559,"In human form, confess’d before his eyes,
The river thus; and thus the chief replies:
“O sacred stream! thy word we shall obey;
But not till Troy the destined vengeance pay,
Not till within her towers the perjured train
Shall pant, and tremble at our arms again;
Not till proud Hector, guardian of her wall,
Or stain this lance, or see Achilles fall.”",Ilias
1560,"He said; and drove with fury on the foe.
Then to the godhead of the silver bow
The yellow flood began: “O son of Jove!
Was not the mandate of the sire above
Full and express, that Phœbus should employ
His sacred arrows in defence of Troy,
And make her conquer, till Hyperion’s fall
In awful darkness hide the face of all?”",Ilias
1561,"Still flies Achilles, but before his eyes
Still swift Scamander rolls where’er he flies:
Not all his speed escapes the rapid floods;
The first of men, but not a match for gods.
Oft as he turn’d the torrent to oppose,
And bravely try if all the powers were foes;
So oft the surge, in watery mountains spread,
Beats on his back, or bursts upon his head.
Yet dauntless still the adverse flood he braves,
And still indignant bounds above the waves.
Tired by the tides, his knees relax with toil;
Wash’d from beneath him slides the slimy soil;
When thus (his eyes on heaven’s expansion thrown)
Forth bursts the hero with an angry groan:",Ilias
1562,"“Is there no god Achilles to befriend,
No power to avert his miserable end?
Prevent, O Jove! this ignominious date,[271]
And make my future life the sport of fate.
Of all heaven’s oracles believed in vain,
But most of Thetis must her son complain;
By Phœbus’ darts she prophesied my fall,
In glorious arms before the Trojan wall.
Oh! had I died in fields of battle warm,
Stretch’d like a hero, by a hero’s arm!
Might Hector’s spear this dauntless bosom rend,
And my swift soul o’ertake my slaughter’d friend.
Ah no! Achilles meets a shameful fate,
Oh how unworthy of the brave and great!
Like some vile swain, whom on a rainy day,
Crossing a ford, the torrent sweeps away,
An unregarded carcase to the sea.”",Ilias
1563,"Neptune and Pallas haste to his relief,
And thus in human form address’d the chief:
The power of ocean first: “Forbear thy fear,
O son of Peleus! Lo, thy gods appear!
Behold! from Jove descending to thy aid,
Propitious Neptune, and the blue-eyed maid.
Stay, and the furious flood shall cease to rave
’Tis not thy fate to glut his angry wave.
But thou, the counsel heaven suggests, attend!
Nor breathe from combat, nor thy sword suspend,
Till Troy receive her flying sons, till all
Her routed squadrons pant behind their wall:
Hector alone shall stand his fatal chance,
And Hector’s blood shall smoke upon thy lance.
Thine is the glory doom’d.” Thus spake the gods:
Then swift ascended to the bright abodes.",Ilias
1564,"Stung with new ardour, thus by heaven impell’d,
He springs impetuous, and invades the field:
O’er all the expanded plain the waters spread;
Heaved on the bounding billows danced the dead,
Floating ’midst scatter’d arms; while casques of gold
And turn’d-up bucklers glitter’d as they roll’d.
High o’er the surging tide, by leaps and bounds,
He wades, and mounts; the parted wave resounds.
Not a whole river stops the hero’s course,
While Pallas fills him with immortal force.
With equal rage, indignant Xanthus roars,
And lifts his billows, and o’erwhelms his shores.",Ilias
1565,"Then thus to Simois! “Haste, my brother flood;
And check this mortal that controls a god;
Our bravest heroes else shall quit the fight,
And Ilion tumble from her towery height.
Call then thy subject streams, and bid them roar,
From all thy fountains swell thy watery store,
With broken rocks, and with a load of dead,
Charge the black surge, and pour it on his head.
Mark how resistless through the floods he goes,
And boldly bids the warring gods be foes!
But nor that force, nor form divine to sight,
Shall aught avail him, if our rage unite:
Whelm’d under our dark gulfs those arms shall lie,
That blaze so dreadful in each Trojan eye;
And deep beneath a sandy mountain hurl’d,
Immersed remain this terror of the world.
Such ponderous ruin shall confound the place,
No Greeks shall e’er his perish’d relics grace,
No hand his bones shall gather, or inhume;
These his cold rites, and this his watery tomb.”",Ilias
1566,"
He said; and on the chief descends amain,
Increased with gore, and swelling with the slain.
Then, murmuring from his beds, he boils, he raves,
And a foam whitens on the purple waves:
At every step, before Achilles stood
The crimson surge, and deluged him with blood.
Fear touch’d the queen of heaven: she saw dismay’d,
She call’d aloud, and summon’d Vulcan’s aid.",Ilias
1567,"“Rise to the war! the insulting flood requires
Thy wasteful arm! assemble all thy fires!
While to their aid, by our command enjoin’d,
Rush the swift eastern and the western wind:
These from old ocean at my word shall blow,
Pour the red torrent on the watery foe,
Corses and arms to one bright ruin turn,
And hissing rivers to their bottoms burn.
Go, mighty in thy rage! display thy power,
Drink the whole flood, the crackling trees devour.
Scorch all the banks! and (till our voice reclaim)
Exert the unwearied furies of the flame!”",Ilias
1568,"The power ignipotent her word obeys:
Wide o’er the plain he pours the boundless blaze;
At once consumes the dead, and dries the soil
And the shrunk waters in their channel boil.
As when autumnal Boreas sweeps the sky,
And instant blows the water’d gardens dry:
So look’d the field, so whiten’d was the ground,
While Vulcan breathed the fiery blast around.
Swift on the sedgy reeds the ruin preys;
Along the margin winds the running blaze:
The trees in flaming rows to ashes turn,
The flowering lotos and the tamarisk burn,
Broad elm, and cypress rising in a spire;
The watery willows hiss before the fire.
Now glow the waves, the fishes pant for breath,
The eels lie twisting in the pangs of death:
Now flounce aloft, now dive the scaly fry,
Or, gasping, turn their bellies to the sky.
At length the river rear’d his languid head,
And thus, short-panting, to the god he said:",Ilias
1569,"“Oh Vulcan! oh! what power resists thy might?
I faint, I sink, unequal to the fight—
I yield—Let Ilion fall; if fate decree—
Ah—bend no more thy fiery arms on me!”",Ilias
1570,"He ceased; wide conflagration blazing round;
The bubbling waters yield a hissing sound.
As when the flames beneath a cauldron rise,[272]
To melt the fat of some rich sacrifice,
Amid the fierce embrace of circling fires
The waters foam, the heavy smoke aspires:
So boils the imprison’d flood, forbid to flow,
And choked with vapours feels his bottom glow.
To Juno then, imperial queen of air,
The burning river sends his earnest prayer:",Ilias
1571,"“Ah why, Saturnia; must thy son engage
Me, only me, with all his wasteful rage?
On other gods his dreadful arm employ,
For mightier gods assert the cause of Troy.
Submissive I desist, if thou command;
But ah! withdraw this all-destroying hand.
Hear then my solemn oath, to yield to fate
Unaided Ilion, and her destined state,
Till Greece shall gird her with destructive flame,
And in one ruin sink the Trojan name.”",Ilias
1572,"His warm entreaty touch’d Saturnia’s ear:
She bade the ignipotent his rage forbear,
Recall the flame, nor in a mortal cause
Infest a god: the obedient flame withdraws:
Again the branching streams begin to spread,
And soft remurmur in their wonted bed.",Ilias
1573,"While these by Juno’s will the strife resign,
The warring gods in fierce contention join:
Rekindling rage each heavenly breast alarms:
With horrid clangour shock the ethereal arms:
Heaven in loud thunder bids the trumpet sound;
And wide beneath them groans the rending ground.
Jove, as his sport, the dreadful scene descries,
And views contending gods with careless eyes.
The power of battles lifts his brazen spear,
And first assaults the radiant queen of war:",Ilias
1574,"“What moved thy madness, thus to disunite
Ethereal minds, and mix all heaven in fight?
What wonder this, when in thy frantic mood
Thou drovest a mortal to insult a god?
Thy impious hand Tydides’ javelin bore,
And madly bathed it in celestial gore.”",Ilias
1575,"He spoke, and smote the long-resounding shield,
Which bears Jove’s thunder on its dreadful field:
The adamantine ægis of her sire,
That turns the glancing bolt and forked fire.",Ilias
1576,"Then heaved the goddess in her mighty hand
A stone, the limit of the neighbouring land,
There fix’d from eldest times; black, craggy, vast;
This at the heavenly homicide she cast.
Thundering he falls, a mass of monstrous size:
And seven broad acres covers as he lies.
The stunning stroke his stubborn nerves unbound:
Loud o’er the fields his ringing arms resound:
The scornful dame her conquest views with smiles,
And, glorying, thus the prostrate god reviles:",Ilias
1577,"“Hast thou not yet, insatiate fury! known
How far Minerva’s force transcends thy own?
Juno, whom thou rebellious darest withstand,
Corrects thy folly thus by Pallas’ hand;
Thus meets thy broken faith with just disgrace,
And partial aid to Troy’s perfidious race.”",Ilias
1578,"The goddess spoke, and turn’d her eyes away,
That, beaming round, diffused celestial day.
Jove’s Cyprian daughter, stooping on the land,
Lent to the wounded god her tender hand:
Slowly he rises, scarcely breathes with pain,
And, propp’d on her fair arm, forsakes the plain.
This the bright empress of the heavens survey’d,
And, scoffing, thus to war’s victorious maid:",Ilias
1579,"“Lo! what an aid on Mars’s side is seen!
The smiles’ and loves’ unconquerable queen!
Mark with what insolence, in open view,
She moves: let Pallas, if she dares, pursue.”",Ilias
1580,"Minerva smiling heard, the pair o’ertook,
And slightly on her breast the wanton strook:
She, unresisting, fell (her spirits fled);
On earth together lay the lovers spread.
“And like these heroes be the fate of all
(Minerva cries) who guard the Trojan wall!
To Grecian gods such let the Phrygian be,
So dread, so fierce, as Venus is to me;
Then from the lowest stone shall Troy be moved.”
Thus she, and Juno with a smile approved.",Ilias
1581,"Apollo thus: “To combat for mankind
Ill suits the wisdom of celestial mind;
For what is man? Calamitous by birth,
They owe their life and nourishment to earth;
Like yearly leaves, that now, with beauty crown’d,
Smile on the sun; now, wither on the ground.
To their own hands commit the frantic scene,
Nor mix immortals in a cause so mean.”",Ilias
1582,"Then turns his face, far-beaming heavenly fires,
And from the senior power submiss retires:
Him thus retreating, Artemis upbraids,
The quiver’d huntress of the sylvan shades:",Ilias
1583,"“And is it thus the youthful Phœbus flies,
And yields to ocean’s hoary sire the prize?
How vain that martial pomp, and dreadful show
Of pointed arrows and the silver bow!
Now boast no more in yon celestial bower,
Thy force can match the great earth-shaking power.”",Ilias
1584,"To her Latona hastes with tender care;
Whom Hermes viewing, thus declines the war:
“How shall I face the dame, who gives delight
To him whose thunders blacken heaven with night?
Go, matchless goddess! triumph in the skies,
And boast my conquest, while I yield the prize.”",Ilias
1585,"He spoke; and pass’d: Latona, stooping low,
Collects the scatter’d shafts and fallen bow,
That, glittering on the dust, lay here and there
Dishonour’d relics of Diana’s war:
Then swift pursued her to her blest abode,
Where, all confused, she sought the sovereign god;
Weeping, she grasp’d his knees: the ambrosial vest
Shook with her sighs, and panted on her breast.",Ilias
1586,"The sire superior smiled, and bade her show
What heavenly hand had caused his daughter’s woe?
Abash’d, she names his own imperial spouse;
And the pale crescent fades upon her brows.",Ilias
1587,"Thus they above: while, swiftly gliding down,
Apollo enters Ilion’s sacred town;
The guardian-god now trembled for her wall,
And fear’d the Greeks, though fate forbade her fall.
Back to Olympus, from the war’s alarms,
Return the shining bands of gods in arms;
Some proud in triumph, some with rage on fire;
And take their thrones around the ethereal sire.",Ilias
1588,"Through blood, through death, Achilles still proceeds,
O’er slaughter’d heroes, and o’er rolling steeds.
As when avenging flames with fury driven
On guilty towns exert the wrath of heaven;
The pale inhabitants, some fall, some fly;
And the red vapours purple all the sky:
So raged Achilles: death and dire dismay,
And toils, and terrors, fill’d the dreadful day.",Ilias
1589,"High on a turret hoary Priam stands,
And marks the waste of his destructive hands;
Views, from his arm, the Trojans’ scatter’d flight,
And the near hero rising on his sight!
No stop, no check, no aid! With feeble pace,
And settled sorrow on his aged face,
Fast as he could, he sighing quits the walls;
And thus descending, on the guards he calls:",Ilias
1590,"“You to whose care our city-gates belong,
Set wide your portals to the flying throng:
For lo! he comes, with unresisted sway;
He comes, and desolation marks his way!
But when within the walls our troops take breath,
Lock fast the brazen bars, and shut out death.”
Thus charged the reverend monarch: wide were flung
The opening folds; the sounding hinges rung.
Phœbus rush’d forth, the flying bands to meet;
Struck slaughter back, and cover’d the retreat,
On heaps the Trojans crowd to gain the gate,
And gladsome see their last escape from fate.
Thither, all parch’d with thirst, a heartless train,
Hoary with dust, they beat the hollow plain:
And gasping, panting, fainting, labour on
With heavier strides, that lengthen toward the town.
Enraged Achilles follows with his spear;
Wild with revenge, insatiable of war.",Ilias
1591,"Then had the Greeks eternal praise acquired,
And Troy inglorious to her walls retired;
But he, the god who darts ethereal flame,
Shot down to save her, and redeem her fame:
To young Agenor force divine he gave;
(Antenor’s offspring, haughty, bold, and brave;)
In aid of him, beside the beech he sate,
And wrapt in clouds, restrain’d the hand of fate.
When now the generous youth Achilles spies,
Thick beats his heart, the troubled motions rise.
(So, ere a storm, the waters heave and roll.)
He stops, and questions thus his mighty soul;",Ilias
1592,"He said, and stood, collected, in his might;
And all his beating bosom claim’d the fight.
So from some deep-grown wood a panther starts,
Roused from his thicket by a storm of darts:
Untaught to fear or fly, he hears the sounds
Of shouting hunters, and of clamorous hounds;
Though struck, though wounded, scarce perceives the pain;
And the barb’d javelin stings his breast in vain:
On their whole war, untamed, the savage flies;
And tears his hunter, or beneath him dies.
Not less resolved, Antenor’s valiant heir
Confronts Achilles, and awaits the war,
Disdainful of retreat: high held before,
His shield (a broad circumference) he bore;
Then graceful as he stood, in act to throw
The lifted javelin, thus bespoke the foe:",Ilias
1593,"“How proud Achilles glories in his fame!
And hopes this day to sink the Trojan name
Beneath her ruins! Know, that hope is vain;
A thousand woes, a thousand toils remain.
Parents and children our just arms employ,
And strong and many are the sons of Troy.
Great as thou art, even thou may’st stain with gore
These Phrygian fields, and press a foreign shore.”",Ilias
1594,"
Thus to their bulwarks, smit with panic fear,
The herded Ilians rush like driven deer:
There safe they wipe the briny drops away,
And drown in bowls the labours of the day.
Close to the walls, advancing o’er the fields
Beneath one roof of well-compacted shields,
March, bending on, the Greeks’ embodied powers,
Far stretching in the shade of Trojan towers.
Great Hector singly stay’d: chain’d down by fate
There fix’d he stood before the Scæan gate;
Still his bold arms determined to employ,
The guardian still of long-defended Troy.",Ilias
1595,"Apollo now to tired Achilles turns:
(The power confess’d in all his glory burns:)
“And what (he cries) has Peleus’ son in view,
With mortal speed a godhead to pursue?
For not to thee to know the gods is given,
Unskill’d to trace the latent marks of heaven.
What boots thee now, that Troy forsook the plain?
Vain thy past labour, and thy present vain:
Safe in their walls are now her troops bestow’d,
While here thy frantic rage attacks a god.”",Ilias
1596,"The chief incensed—“Too partial god of day!
To check my conquests in the middle way:
How few in Ilion else had refuge found!
What gasping numbers now had bit the ground!
Thou robb’st me of a glory justly mine,
Powerful of godhead, and of fraud divine:
Mean fame, alas! for one of heavenly strain,
To cheat a mortal who repines in vain.”",Ilias
1597,"Then to the city, terrible and strong,
With high and haughty steps he tower’d along,
So the proud courser, victor of the prize,
To the near goal with double ardour flies.
Him, as he blazing shot across the field,
The careful eyes of Priam first beheld.
Not half so dreadful rises to the sight,[274]
Through the thick gloom of some tempestuous night,
Orion’s dog (the year when autumn weighs),
And o’er the feebler stars exerts his rays;
Terrific glory! for his burning breath
Taints the red air with fevers, plagues, and death.
So flamed his fiery mail. Then wept the sage:
He strikes his reverend head, now white with age;
He lifts his wither’d arms; obtests the skies;
He calls his much-loved son with feeble cries:
The son, resolved Achilles’ force to dare,
Full at the Scæan gates expects the war;
While the sad father on the rampart stands,
And thus adjures him with extended hands:",Ilias
1598,"He said, and acting what no words could say,
Rent from his head the silver locks away.
With him the mournful mother bears a part;
Yet all her sorrows turn not Hector’s heart.
The zone unbraced, her bosom she display’d;
And thus, fast-falling the salt tears, she said:",Ilias
1599,"“Have mercy on me, O my son! revere
The words of age; attend a parent’s prayer!
If ever thee in these fond arms I press’d,
Or still’d thy infant clamours at this breast;
Ah do not thus our helpless years forego,
But, by our walls secured, repel the foe.
Against his rage if singly thou proceed,
Should’st thou, (but Heaven avert it!) should’st thou bleed,
Nor must thy corse lie honour’d on the bier,
Nor spouse, nor mother, grace thee with a tear!
Far from our pious rites those dear remains
Must feast the vultures on the naked plains.”",Ilias
1600,"So they, while down their cheeks the torrents roll;
But fix’d remains the purpose of his soul;
Resolved he stands, and with a fiery glance
Expects the hero’s terrible advance.
So, roll’d up in his den, the swelling snake
Beholds the traveller approach the brake;
When fed with noxious herbs his turgid veins
Have gather’d half the poisons of the plains;
He burns, he stiffens with collected ire,
And his red eyeballs glare with living fire.
Beneath a turret, on his shield reclined,
He stood, and question’d thus his mighty mind:[275]",Ilias
1601,"“Unworthy sight! the man beloved of heaven,
Behold, inglorious round yon city driven!
My heart partakes the generous Hector’s pain;
Hector, whose zeal whole hecatombs has slain,
Whose grateful fumes the gods received with joy,
From Ida’s summits, and the towers of Troy:
Now see him flying; to his fears resign’d,
And fate, and fierce Achilles, close behind.
Consult, ye powers! (’tis worthy your debate)
Whether to snatch him from impending fate,
Or let him bear, by stern Pelides slain,
(Good as he is) the lot imposed on man.”",Ilias
1602,"Then Pallas thus: “Shall he whose vengeance forms
The forky bolt, and blackens heaven with storms,
Shall he prolong one Trojan’s forfeit breath?
A man, a mortal, pre-ordain’d to death!
And will no murmurs fill the courts above?
No gods indignant blame their partial Jove?”",Ilias
1603,"“Go then (return’d the sire) without delay,
Exert thy will: I give the Fates their way.”
Swift at the mandate pleased Tritonia flies,
And stoops impetuous from the cleaving skies.",Ilias
1604,"As through the forest, o’er the vale and lawn,
The well-breath’d beagle drives the flying fawn,
In vain he tries the covert of the brakes,
Or deep beneath the trembling thicket shakes;
Sure of the vapour in the tainted dews,
The certain hound his various maze pursues.
Thus step by step, where’er the Trojan wheel’d,
There swift Achilles compass’d round the field.
Oft as to reach the Dardan gates he bends,
And hopes the assistance of his pitying friends,
(Whose showering arrows, as he coursed below,
From the high turrets might oppress the foe,)
So oft Achilles turns him to the plain:
He eyes the city, but he eyes in vain.
As men in slumbers seem with speedy pace,
One to pursue, and one to lead the chase,
Their sinking limbs the fancied course forsake,
Nor this can fly, nor that can overtake:
No less the labouring heroes pant and strain:
While that but flies, and this pursues in vain.",Ilias
1605,"What god, O muse, assisted Hector’s force
With fate itself so long to hold the course?
Phœbus it was; who, in his latest hour,
Endued his knees with strength, his nerves with power:
And great Achilles, lest some Greek’s advance
Should snatch the glory from his lifted lance,
Sign’d to the troops to yield his foe the way,
And leave untouch’d the honours of the day.",Ilias
1606,"Jove lifts the golden balances, that show
The fates of mortal men, and things below:
Here each contending hero’s lot he tries,
And weighs, with equal hand, their destinies.
Low sinks the scale surcharged with Hector’s fate;
Heavy with death it sinks, and hell receives the weight.",Ilias
1607,"Then Phœbus left him. Fierce Minerva flies
To stern Pelides, and triumphing, cries:
“O loved of Jove! this day our labours cease,
And conquest blazes with full beams on Greece.
Great Hector falls; that Hector famed so far,
Drunk with renown, insatiable of war,
Falls by thy hand, and mine! nor force, nor flight,
Shall more avail him, nor his god of light.
See, where in vain he supplicates above,
Roll’d at the feet of unrelenting Jove;
Rest here: myself will lead the Trojan on,
And urge to meet the fate he cannot shun.”",Ilias
1608,"Her voice divine the chief with joyful mind
Obey’d; and rested, on his lance reclined
While like Deiphobus the martial dame
(Her face, her gesture, and her arms the same),
In show an aid, by hapless Hector’s side
Approach’d, and greets him thus with voice belied:",Ilias
1609,"“Too long, O Hector! have I borne the sight
Of this distress, and sorrow’d in thy flight:
It fits us now a noble stand to make,
And here, as brothers, equal fates partake.”",Ilias
1610,"Then he: “O prince! allied in blood and fame,
Dearer than all that own a brother’s name;
Of all that Hecuba to Priam bore,
Long tried, long loved: much loved, but honoured more!
Since you, of all our numerous race alone
Defend my life, regardless of your own.”",Ilias
1611,"Again the goddess: “Much my father’s prayer,
And much my mother’s, press’d me to forbear:
My friends embraced my knees, adjured my stay,
But stronger love impell’d, and I obey.
Come then, the glorious conflict let us try,
Let the steel sparkle, and the javelin fly;
Or let us stretch Achilles on the field,
Or to his arm our bloody trophies yield.”",Ilias
1612,"Fraudful she said; then swiftly march’d before:
The Dardan hero shuns his foe no more.
Sternly they met. The silence Hector broke:
His dreadful plumage nodded as he spoke:",Ilias
1613,"“Enough, O son of Peleus! Troy has view’d
Her walls thrice circled, and her chief pursued.
But now some god within me bids me try
Thine, or my fate: I kill thee, or I die.
Yet on the verge of battle let us stay,
And for a moment’s space suspend the day;
Let Heaven’s high powers be call’d to arbitrate
The just conditions of this stern debate,
(Eternal witnesses of all below,
And faithful guardians of the treasured vow!)
To them I swear; if, victor in the strife,
Jove by these hands shall shed thy noble life,
No vile dishonour shall thy corse pursue;
Stripp’d of its arms alone (the conqueror’s due)
The rest to Greece uninjured I’ll restore:
Now plight thy mutual oath, I ask no more.”",Ilias
1614,"“Talk not of oaths (the dreadful chief replies,
While anger flash’d from his disdainful eyes),
Detested as thou art, and ought to be,
Nor oath nor pact Achilles plights with thee:
Such pacts as lambs and rabid wolves combine,
Such leagues as men and furious lions join,
To such I call the gods! one constant state
Of lasting rancour and eternal hate:
No thought but rage, and never-ceasing strife,
Till death extinguish rage, and thought, and life.
Rouse then thy forces this important hour,
Collect thy soul, and call forth all thy power.
No further subterfuge, no further chance;
’Tis Pallas, Pallas gives thee to my lance.
Each Grecian ghost, by thee deprived of breath,
Now hovers round, and calls thee to thy death.”",Ilias
1615,"He spoke, and launch’d his javelin at the foe;
But Hector shunn’d the meditated blow:
He stoop’d, while o’er his head the flying spear
Sang innocent, and spent its force in air.
Minerva watch’d it falling on the land,
Then drew, and gave to great Achilles’ hand,
Unseen of Hector, who, elate with joy,
Now shakes his lance, and braves the dread of Troy.",Ilias
1616,"“The life you boasted to that javelin given,
Prince! you have miss’d. My fate depends on Heaven,
To thee, presumptuous as thou art, unknown,
Or what must prove my fortune, or thy own.
Boasting is but an art, our fears to blind,
And with false terrors sink another’s mind.
But know, whatever fate I am to try,
By no dishonest wound shall Hector die.
I shall not fall a fugitive at least,
My soul shall bravely issue from my breast.
But first, try thou my arm; and may this dart
End all my country’s woes, deep buried in thy heart.”",Ilias
1617,"The weapon flew, its course unerring held,
Unerring, but the heavenly shield repell’d
The mortal dart; resulting with a bound
From off the ringing orb, it struck the ground.
Hector beheld his javelin fall in vain,
Nor other lance, nor other hope remain;
He calls Deiphobus, demands a spear—
In vain, for no Deiphobus was there.
All comfortless he stands: then, with a sigh;
“’Tis so—Heaven wills it, and my hour is nigh!
I deem’d Deiphobus had heard my call,
But he secure lies guarded in the wall.
A god deceived me; Pallas, ’twas thy deed,
Death and black fate approach! ’tis I must bleed.
No refuge now, no succour from above,
Great Jove deserts me, and the son of Jove,
Propitious once, and kind! Then welcome fate!
’Tis true I perish, yet I perish great:
Yet in a mighty deed I shall expire,
Let future ages hear it, and admire!”",Ilias
1618,"“At last is Hector stretch’d upon the plain,
Who fear’d no vengeance for Patroclus slain:
Then, prince! you should have fear’d, what now you feel;
Achilles absent was Achilles still:
Yet a short space the great avenger stayed,
Then low in dust thy strength and glory laid.
Peaceful he sleeps, with all our rites adorn’d,
For ever honour’d, and for ever mourn’d:
While cast to all the rage of hostile power,
Thee birds shall mangle, and the gods devour.”",Ilias
1619,"Then Hector, fainting at the approach of death:
“By thy own soul! by those who gave thee breath!
By all the sacred prevalence of prayer;
Ah, leave me not for Grecian dogs to tear!
The common rites of sepulture bestow,
To soothe a father’s and a mother’s woe:
Let their large gifts procure an urn at least,
And Hector’s ashes in his country rest.”",Ilias
1620,"“No, wretch accursed! relentless he replies;
(Flames, as he spoke, shot flashing from his eyes;)
Not those who gave me breath should bid me spare,
Nor all the sacred prevalence of prayer.
Could I myself the bloody banquet join!
No—to the dogs that carcase I resign.
Should Troy, to bribe me, bring forth all her store,
And giving thousands, offer thousands more;
Should Dardan Priam, and his weeping dame,
Drain their whole realm to buy one funeral flame:
Their Hector on the pile they should not see,
Nor rob the vultures of one limb of thee.”",Ilias
1621,"Then thus the chief his dying accents drew:
“Thy rage, implacable! too well I knew:
The Furies that relentless breast have steel’d,
And cursed thee with a heart that cannot yield.
Yet think, a day will come, when fate’s decree
And angry gods shall wreak this wrong on thee;
Phœbus and Paris shall avenge my fate,
And stretch thee here before the Scæan gate.”[278]",Ilias
